Data_publicacao,tweet
2019-01-28 06:51:13+00:00,India is on track to produce the most iron ore in nine years  https://t.co/POPQxEdoVS
2019-01-09 15:38:13+00:00,Iron ore's recent rally isn't sustainable, according to Goldman Sachs https://t.co/H6DTqYBqxT
2019-01-09 07:52:06+00:00,Iron ore's recent rally isn't sustainable, according to Goldman Sachs https://t.co/SRQnLz0615
2018-11-14 22:59:37+00:00,Vale holds talks to expand world's biggest open-pit iron mine https://t.co/1iM3yezBrb
2018-11-12 06:28:08+00:00,Two rail crashes don't spell disaster in Australia's iron ore outback https://t.co/SEXuFiav8D
2018-11-11 09:58:59+00:00,A second Australian iron ore train has derailed in less than a week https://t.co/xYfqhw5RRZ
2018-10-30 02:23:41+00:00,The global iron ore market has a junk problem https://t.co/8ck8Bos2v6
2018-10-29 22:20:40+00:00,The global iron ore market has a junk problem https://t.co/JUI3zfmzUi
2018-10-29 03:21:32+00:00,Rio Tinto, world's second-biggest miner, says deal to offload its stake in $20 billion Guinea iron ore project has... https://t.co/PQUWvdjD3Q
2018-10-17 22:15:40+00:00,The world's iron-ore miners have had a hell of a ride over the past decade. It ain't over yet, says @davidfickling... https://t.co/Z3pOZL4yGb
2018-10-10 04:22:00+00:00,Steel mills in India are increasingly tapping the global market for iron ore over logistics woes https://t.co/4zInWd2n9i
2018-08-06 11:17:56+00:00,It's a tale of two metals that are fundamental to China's outlook: while iron ore's on a tear, copper is under heav... https://t.co/fDaSM4hG8L
2018-07-29 22:24:02+00:00,Investors in Australia look set for another dividend bonanza https://t.co/L29YYHN8GZ https://t.co/bls87Qx8Ai
2018-07-16 10:44:12+00:00,Top-grade iron ore may spike to $100 a metric ton as China intensifies a clampdown on pollution... https://t.co/kf3WfVC5AI
2018-07-16 01:30:56+00:00,Top-grade iron ore may spike to $100 a metric ton as China intensifies a clampdown on pollution... https://t.co/Zf7J2iIxns
2018-07-05 08:51:27+00:00,Iron ore is starting to buckle, with prices falling to a 3-month low https://t.co/oUg4hvAQ7Q https://t.co/74TtZ1ZtY4
2018-06-19 09:36:33+00:00,Steel and iron ore plunge by the most since March on escalating fears of a global trade war https://t.co/NsRYkHjTVO https://t.co/PWQRUAxQKq
2018-06-14 11:46:41+00:00,BHP gives the go ahead for $2.9 billion Australia iron ore project https://t.co/9MLqmAecfX https://t.co/qqU7gfjXoR
2018-05-04 02:00:20+00:00,China takes a step towards global iron ore pricing power https://t.co/TpNtZFAv9K https://t.co/J669CM3VOT
2018-04-25 02:22:44+00:00,It looks like iron ore will gain a boost from China's shrinking steel stockpiles https://t.co/JPq72Kke7w https://t.co/GL4znZk0GD
2018-04-24 14:08:57+00:00,It looks like iron ore will gain a boost from China's shrinking steel stockpiles https://t.co/PPiPnvCQp9 https://t.co/euYEDjQR0z
2018-04-13 03:19:22+00:00,RT @BloombergAU: This Australian billionaire is studying a proposed 2,400-kilometer transcontinental natural gas pipeline https://t.co/grxZ...
2018-04-10 02:00:35+00:00,Global iron ore miners have turned off the tap on adding new production capacity to feed China's steel mills... https://t.co/Oe6s2YM9xY
2018-04-09 06:30:16+00:00,China's decade-long hunger for iron ore is about to level off https://t.co/iq5mSo63MQ https://t.co/nvF9neYiXD
2018-03-06 01:57:39+00:00,Sierra Leone will hold elections on Wednesday amid voter discontent https://t.co/uutdRcWaWi https://t.co/Cl1YPZRqF3
2018-02-26 19:07:58+00:00,Iron ore surges to a 10-month high https://t.co/bcgWlhI1hb https://t.co/TvVVuCa3MY
2018-02-22 11:27:22+00:00,Just 2 years ago, Anglo wanted to get out of iron ore and coal. Today they're the mining giant's cash machines... https://t.co/FBcmppMzYR
2018-01-23 05:03:02+00:00,China is brimming with iron ore as port stockpiles hit another high https://t.co/tHfzPgGugP https://t.co/N3efr0MWch
2018-01-22 21:30:34+00:00,China is brimming with iron ore as port stockpiles hit another high https://t.co/NJLD0Lugfk https://t.co/zQD4o7ZqaK
2018-01-19 05:37:34+00:00,India considers plan to hand the steel ministry control of iron ore and coal mining  https://t.co/xlLEXUZQS7 https://t.co/HEOo55J3uX
2018-01-18 00:14:57+00:00,BHP Billiton, the world's biggest mining company, says quarterly iron ore output is up 3% https://t.co/f2CLOw43Ju https://t.co/qoS43nNDcT
2018-01-16 14:41:01+00:00,RT @RamyInocencio: Dollar's pain is metal's gain. The U.S. dollar, plunging to three-year lows, has boosted copper, zinc and iron ore price...
2018-01-15 22:31:52+00:00,Rio Tinto's full-year iron ore shipments rose to a record after improving its rail network https://t.co/ffyrxZGRc7 https://t.co/c8Y4pHPBIT
2018-01-09 07:17:16+00:00,A top iron ore port ships half a billion tons as bears xall time https://t.co/t1l4SWVYVu https://t.co/bclLkIP5da
2018-01-08 07:31:40+00:00,Iron ore is in for a bumpy ride in 2018 https://t.co/92E8YQj1OS https://t.co/JQlnjJEtKV
2017-12-27 21:27:28+00:00,Iron ore beholden to China's great clean-up as quality wins https://t.co/DKUs8Ubbbm https://t.co/BIqvFI9USU
2017-12-27 12:35:48+00:00,Iron ore beholden to China's great clean-up as quality wins https://t.co/tGe9hmpIH9 https://t.co/pTEgNGrAQD
2017-12-18 10:14:24+00:00,Iron ore is powering higher as China's clean-air push boosts demand https://t.co/CpiW65GJcQ https://t.co/yRcoJd0FSZ
2017-12-04 12:03:58+00:00,Iron ore surges back to a bull market as China supercharges steel https://t.co/qH9AuMZe81 https://t.co/lULYcsEy5k
2017-12-01 08:44:40+00:00,Two women named to lead one of world's top iron ore miners https://t.co/AoZeHu6kKe https://t.co/UsL5TvBok8
2017-12-01 00:42:06+00:00,Two women named to lead one of world's top iron ore miners https://t.co/tzg9GYyjew https://t.co/sQN1kvrHsI
2017-11-29 00:06:06+00:00,Goldman sees iron ore sinking back to $50 https://t.co/jKIfHhfFRe https://t.co/bUl0IrpLPz
2017-11-13 08:51:15+00:00,Hong Kong picks a fight with Singapore over iron ore https://t.co/jFcodtXgry https://t.co/ygHUOpEoni
2017-11-13 03:10:47+00:00,Hong Kong picks a fight with Singapore over iron ore https://t.co/fdYDMo5PFn https://t.co/m0W6fJPMCJ
2017-11-07 03:36:04+00:00,Iron ore prices are rallying as investors assess shifting currents in China https://t.co/4Pd4VkTNVn https://t.co/E5ewBlyTAA
2017-11-01 02:30:20+00:00,Watch the curve for iron ore's spring promise https://t.co/j79opUtLv1 https://t.co/efWS6ILebF
2017-10-24 04:37:43+00:00,How one iron ore miner plans to beat a global glut of the commodity https://t.co/clu6hqyHvU https://t.co/LMiYJghLev
2017-10-23 02:51:50+00:00,BNP Paribas has reopened a bullish bet on iron ore https://t.co/85KmshPbGc https://t.co/MLjYcFrp3h
2017-10-17 22:57:58+00:00,BHP's first-quarter iron ore output misses estimates https://t.co/v8rR3MU8qO https://t.co/goiHd1mJSh
2017-10-17 11:13:02+00:00,Copper's hot. Iron? It's not https://t.co/Gvpawb89I5 https://t.co/75mnvpaVOQ
2017-10-17 10:28:48+00:00,Iron ore could be heading back down again https://t.co/T3OGyaexAH https://t.co/YsVQvQShiV
2017-10-17 02:46:16+00:00,Rio Tinto is on track for record annual shipments of iron ore https://t.co/Cd6HFgoVsv https://t.co/QXs5bq2dgh
2017-10-16 00:42:07+00:00,Blue sky in Beijing is raising the price of high-quality iron ore in Brazil https://t.co/Wo6KGdAKxB via @gadfly https://t.co/Q62Ra9YAWQ
2017-10-13 16:52:22+00:00,China steel trade that Trump wants to punish is fueling U.S. rally https://t.co/AeoEQqPO1t https://t.co/Gn75eCqaEP
2017-09-29 05:46:30+00:00,Iron ore's become the punch bag of the commodities world https://t.co/hK01vHdXHd https://t.co/Zk2JEg9l6L
2017-09-29 04:13:35+00:00,Iron ore's on the back foot as the raw material closes out a brutal month https://t.co/rBwpjGXoJz https://t.co/aVEawwgrsj
2017-09-25 02:49:21+00:00,Iron ore has slumped back into a bear market https://t.co/HCK8ISemKj https://t.co/a552Xyj9ZR
2017-09-20 10:08:38+00:00,Iron ore has been dragged back into the $60s after getting hit by a barrage of bad news https://t.co/1ZyHbE9pzW https://t.co/NIYvFNaE54
2017-09-19 10:06:26+00:00,Iron ore nearing a bear market doesn't bode well for the Aussie dollar https://t.co/hkfgFDvhBK https://t.co/0LRvwnGGwj
2017-09-19 03:58:07+00:00,Iron ore nearing a bear market doesn't bode well for the Aussie dollar https://t.co/XYQlUKFo25 https://t.co/EDH89j1NiI
2017-09-15 02:10:29+00:00,The CEO of Fortescue, world's 4th-largest iron ore exporter, will step down in 2018 https://t.co/vR5OFywy1g https://t.co/Jf9G6McuHf
2017-09-07 13:41:52+00:00,This South African miner will pay a record dividend this year https://t.co/GIGYhDwnWm https://t.co/S4FIp6TFSh
2017-09-01 10:47:09+00:00,Chile's iron-ore industry hopes to help keep politics out of projects in the future https://t.co/HTQ6qpZkk8 https://t.co/VdeC2I3KJ4
2017-08-31 23:59:49+00:00,Chile's iron-ore industry hopes to help keep politics out of projects in the future https://t.co/65EDAciI0R https://t.co/y6JMTGaJp2
2017-08-29 21:10:33+00:00,Iron ore's kings are spending again as China can't stop buying https://t.co/vlL44QIvQc https://t.co/4aSUCYqipZ
2017-08-16 11:49:34+00:00,Iron ore in the $70s a ton may be as good as it gets for some time https://t.co/rJVueOae5n https://t.co/JICquK1xo0
2017-08-16 02:59:22+00:00,Iron ore in the $70s a ton may be as good as it gets for some time https://t.co/KFBs1fJacQ https://t.co/CXEFtGatQO
2017-08-08 07:51:24+00:00,Iron ore futures in Singapore are now back in positive territory for 2017 https://t.co/QOkNf1qicQ https://t.co/jHXpr2fv5I
2017-08-08 07:30:25+00:00,Steel and iron ore are China's hottest commodities right now https://t.co/LfzAR2AOPF https://t.co/1XiDIQ5gY2
2017-08-07 21:41:59+00:00,Iron ore futures in Singapore are now back in positive territory for 2017 https://t.co/FLIAa2Re2U https://t.co/sL8FaCTXZN
2017-08-07 21:08:18+00:00,Steel and iron ore are China's hottest commodities right now https://t.co/Es7ux3xVh0 https://t.co/3TUMzzbv8b
2017-08-02 08:51:40+00:00,The world's second-largest miner promises shareholders bigger rewards https://t.co/d7N38GDJVk https://t.co/zqgL75Yxyg
2017-07-27 04:16:46+00:00,Goldman's now bullish on iron ore this year - but not next https://t.co/EawFmtfDXE https://t.co/1a5FaLNLJ9
2017-07-19 01:58:03+00:00,BHP, the world's biggest mining company, reported Q4 iron ore output rose 8% https://t.co/fbkeTpodUK https://t.co/t5pOBnjxgH
2017-07-18 00:02:23+00:00,Rio Tinto, the world's 2nd-largest iron ore exporter, narrows full-year guidance https://t.co/eXe90nYaa8 https://t.co/E7dkKHw5w3
2017-07-17 06:45:30+00:00,The world's top coal and iron ore exporter readies for fresh investment https://t.co/okLMtyAJkf https://t.co/Votn49rmOK
2017-07-17 01:38:28+00:00,The world's top coal and iron ore exporter readies for fresh investment https://t.co/BcJ8NEOvHp https://t.co/3N9SmGuGCa
2017-07-14 00:16:43+00:00,A billion tonnes of iron ore is on its way to China's mills this year https://t.co/piv4WkjJSp https://t.co/OAYTgfCz76
2017-07-13 07:48:56+00:00,A billion tonnes of iron ore is on its way to China's mills this year https://t.co/ynWkH6Lsb4 https://t.co/mfm245Es7T
2017-07-06 16:22:12+00:00,Iron ore set to drop below $50 next year, top exporter forecasts https://t.co/uUFmZdZHDa https://t.co/P2NUBGV5vM
2017-07-03 20:15:27+00:00,Iron ore markets are heading for a very bumpy ride in the next couple of years https://t.co/eR7jUdNAo2 https://t.co/dCErsWUlY0
2017-06-30 14:00:42+00:00,Iron ore surges into bull market https://t.co/Bzc5hFm3za https://t.co/lYwuOX1LGb
2017-06-30 06:46:11+00:00,There's real steel in iron ore's rise. And for that, you can thank China https://t.co/yPcbkt51rK via @gadfly https://t.co/OVCIzHeY4z
2017-06-29 03:12:40+00:00,Iron ore is finally catching a break - but don't bank on the recovery lasting https://t.co/tvw0rBvIQt https://t.co/kPlehtxhrq
2017-06-28 09:51:47+00:00,Iron futures claw their way back above $60 a metric ton https://t.co/k5oZRq2ul3 https://t.co/YQ88AJ1VIU
2017-06-27 02:02:16+00:00,Iron ore forecasts cut as Morgan Stanley flags swelling surplus https://t.co/miP311Zxz7 https://t.co/octd7BBpgX
2017-06-20 02:30:54+00:00,Iron ore may extend a slump into the low-$40s as supplies swell https://t.co/YCl1t1bWNX https://t.co/qAQx8y299I
2017-06-01 07:33:38+00:00,Iron ore had a miserable May and it's started the new month with more of the same https://t.co/qkX9OfgPHf https://t.co/XGFEsrz44F
2017-05-28 20:32:58+00:00,Western Australia may ask Rio, BHP to pay potentially billions of dollars to end a mining rent tax... https://t.co/Zp0A7AfJE7
2017-05-22 08:46:43+00:00,The record heap of iron ore on China's doorstep just got even bigger https://t.co/3x38XQoVki https://t.co/TUsD4AToJO
2017-05-08 07:44:17+00:00,Iron ore's attempt at a rebound lasted just a few short hours https://t.co/mlNQfgYNma https://t.co/MxrAHm2KD5
2017-05-05 10:11:48+00:00,Iron ore's brutal week opens pathway for spot prices to drop to lower than $50 a metric ton https://t.co/Mc3ZdAhSfL https://t.co/o0G4g8AifS
2017-05-04 11:07:39+00:00,Iron ore is in full-scale retreat, analysts say https://t.co/oGh7uxvzel https://t.co/W3nGjqf0pS
2017-05-03 10:07:28+00:00,Eric the crocodile is stopping China getting its hands on high-quality Australian iron ore https://t.co/ZkoHNbewqY https://t.co/UKZYG5smvv
2017-04-25 15:46:12+00:00,Iron ore is projected to slump for years after February's peak https://t.co/E5Hg4a56Gp https://t.co/8IugGYeYsg
2017-04-24 22:00:37+00:00,Iron ore will sink back below $50, according to this top forecaster https://t.co/NicYLlYaso https://t.co/KEjkVFkJAi
2017-04-23 00:23:24+00:00,Trump's infrastructure plan is a boon for iron ore, Australia's Finance Minister Mathias Cormann says... https://t.co/O3FBQiVwtl
2017-04-20 00:17:08+00:00,Metals rebound with iron ore after analysts speculate a selloff was excessive https://t.co/jiL6LO0Dtk https://t.co/Q8gZnYIGCO
2017-04-20 00:11:05+00:00,Australia's currency unexpectedly shrugs off a slump in iron ore https://t.co/qiscVk96v4 https://t.co/eufTloiyy4
2017-04-18 22:52:12+00:00,Iron ore is getting walloped, over and over again https://t.co/IQ4zyTT7Ag https://t.co/D0T6fp9IDI
2017-04-18 11:37:21+00:00,Iron ore futures have fallen more than 7% in the past 2 days https://t.co/CvX1DF14Ab https://t.co/ZiBgRGANC0
2017-04-18 06:19:06+00:00,- Asia shares fall Australia slumps Iron ore selloff Mnuchin on dollar Oil steadier https://t.co/PmZmpwdGrl https://t.co/jDBSBjpAaC
2017-04-12 11:09:05+00:00,Iron ore is bigger concern for BHP's debt investors than for hedge fund billionaire Singer https://t.co/tkws123miA https://t.co/JwOag7TzuJ
2017-04-10 09:53:09+00:00,Iron ore slumps into a bear market as Barclays sees further losses https://t.co/Toc8yZxR8C https://t.co/8jv3yC8ZDF
2017-04-10 03:44:19+00:00,Iron ore slumps into a bear market as Barclays sees further losses https://t.co/PZD5WI0Snh https://t.co/brMau4c0Am
2017-04-01 04:25:03+00:00,The surprising place where Australia's richest woman recruits mine workers https://t.co/TrH4xKVXIy https://t.co/ETMVXAxr67
2017-03-30 07:40:21+00:00,The surprising place where Australia's richest woman recruits mine workers https://t.co/h8bYKiZm4D https://t.co/HajGxlNK4y
2017-03-30 01:55:14+00:00,The surprising place where Australia's richest woman recruits mine workers https://t.co/lNEQKwJxav https://t.co/4J4MmoqHbT
2017-03-24 10:31:34+00:00,U.S. health-care vote, oil has a bad run, and iron ore slumps. Friday's headlines: https://t.co/VADTEC7z4T https://t.co/iKkjBe80H0
2017-03-10 08:54:55+00:00,Iron ore's rally is showing signs of cracking https://t.co/YISwJ5PcYx https://t.co/kECfXBa9nS
2017-03-10 04:07:18+00:00,Iron ore's rally is showing signs of cracking https://t.co/uN5zRDNbfU https://t.co/e86tKa3ntx
2017-03-09 04:40:13+00:00,The world's top miner sees fading China stimulus curbing iron ore https://t.co/iPhjXRjV2s https://t.co/wBDTeUPqzP
2017-03-08 13:09:30+00:00,The shipping news from China is good for iron miners https://t.co/Z8LQ92XqLH https://t.co/HfecIob9Tx
2017-03-08 03:37:01+00:00,RT @BloombergAU: Iron ore faces a supply risk as record rain in Australia hits exports https://t.co/Z1ZiGc0D87 https://t.co/lWafgj4jkZ
2017-03-02 03:12:57+00:00,RT @BloombergAU: This may be as good as it gets for the Australian dollar https://t.co/4JAvfLwChC https://t.co/HVs3wsl3zK
2017-02-24 22:42:05+00:00,Iron ore is getting a reality check https://t.co/UCkh0Qnb8x https://t.co/3wqaftlf8m
2017-02-24 11:58:30+00:00,Iron ore is getting a reality check https://t.co/iLsR4fA5Lw https://t.co/c4fofErEWk
2017-02-24 08:19:41+00:00,- Investors cautious Asia Shares drop Europe also falls - Iron ore 4% Oil declines https://t.co/YDM1mdJK6k https://t.co/tDnjm0afn0
2017-02-24 01:21:00+00:00,- Dollar holds losses Asia stock rally loses steam - Iron ore down 4.1% Gold steady https://t.co/H9AfhdaSX1 https://t.co/4pmXdWWcQy
2017-02-13 07:27:24+00:00,- Asia higher global rally yen weaker U.S. outlook Iron ore rises 6% Oil below $54 https://t.co/7FVVcMA2Y2 https://t.co/3Rk9xZj4jY
"2017-02-13 00:48:35+00:00,Surging iron ore prices won't ""fall off a cliff,"" Rio Tinto's CFO says https://t.co/r6kao3bL90 https://t.co/m7zMtumcnM"
2017-02-10 07:46:23+00:00,Profit rises 20% at the world's largest steelmaker after steel and iron ore prices rally https://t.co/KJItcxCqSU https://t.co/Bj4Sc5hjDa
2017-02-09 02:44:51+00:00,RT @BloombergAU: China is backing Australia in the race for cleaner iron ore https://t.co/xJwWp6PNeK https://t.co/vEFYNLZ5Zc
2017-02-08 04:02:10+00:00,RT @Bfly: Iron's rooster year cheered by Fortescue. https://t.co/HZGPxesPuw https://t.co/F7icXBj7qn
2017-02-01 02:37:10+00:00,The greatest cheerleader for iron ore shows no sign of losing faith https://t.co/JUPaXtlJom via @Bfly https://t.co/w0ci1h9a7c
2017-01-31 12:27:24+00:00,The greatest cheerleader for iron ore shows no sign of losing faith https://t.co/W4mxm1Fn55 via @Bfly https://t.co/H9OXU8iWXE
2017-01-25 08:03:36+00:00,Iron ore prices near the highest level in more than 2 years as slump warnings intensify https://t.co/zFHJudpj17 https://t.co/gcG5yQbP3K
2017-01-17 01:04:02+00:00,Iron ore prices rally to a two-year high https://t.co/ujD4wdn5LX https://t.co/sVVpfN4dYP
2017-01-16 14:48:22+00:00,Iron ore prices rally to a two-year high https://t.co/5N34HhN1tE https://t.co/Lew8VeG1Al
2017-01-13 04:08:08+00:00,China's iron ore imports just hit a record, smashing the 1-billion-ton mark https://t.co/L4eH2l9G6J https://t.co/CXmmvdwXyt
2017-01-04 05:50:02+00:00,Iron ore prices are primed for a retreat this year after surging in 2016, a forecaster says https://t.co/iDftewB3Do https://t.co/K4GT7KV4Ao
2017-01-04 02:39:27+00:00,Iron ore has a very tough act to follow in 2017 https://t.co/CiEFZywFew https://t.co/n3pJJrZdC1
2017-01-03 14:56:51+00:00,Iron ore has a very tough act to follow in 2017 https://t.co/H8whEGotyW https://t.co/VJNXjCLLDx
2016-11-30 13:51:53+00:00,Iron ore extends drop from 2-year high amid China crackdown https://t.co/lAq6P2UvbZ https://t.co/L11G9fsYhS
2016-11-24 07:35:09+00:00,Rio Tinto says it's willing to cut iron ore output if it'll improve cashflow https://t.co/JDldTNNSGO https://t.co/rkZjH8dKDi
2016-11-21 09:20:08+00:00,Iron ore prices have given up almost all of the gains inspired by Donald Trump's surprise win... https://t.co/ajwTk0N8dd
2016-11-21 03:23:00+00:00,Iron ore's party gives way to a hangover as China stockpiles surge https://t.co/dcsThPnv0m https://t.co/DXYarjtpZw
2016-11-18 14:19:12+00:00,Iron ore is having a Groundhog Day moment, with a tumble following a surge https://t.co/FQGf0U3Fx7 https://t.co/Ur1uI5CqIY
2016-11-18 10:34:35+00:00,Iron ore is having a Groundhog Day moment, with a tumble following a surge https://t.co/L7eCrvLl2G https://t.co/S3viZSiVU7
2016-11-17 14:37:38+00:00,Rio Tinto fires two executives over payment linked to giant iron ore project in West Africa https://t.co/JTazfy0Snk https://t.co/1ei4Dt65j2
2016-11-17 08:11:53+00:00,Rio Tinto fires two executives over payment linked to giant iron ore project in West Africa https://t.co/cwI3a8f7XX https://t.co/J5KqgcJmYY
2016-11-15 16:04:04+00:00,After shaking up iron ore, steel and coal futures, Chinese investors have taken on copper https://t.co/Sbj6USSPIC https://t.co/03Ya5DH1er
2016-11-15 12:25:08+00:00,- Bond selloff eases Markets fairly calm dollar rally ends Iron ore slumps Oil rises 3% https://t.co/C4FxfRD5Oa https://t.co/WBOXLWXVPy
2016-11-15 07:17:25+00:00,- Bond selloff eases Asia Shares mixed Iron ore tumbles - Oil climbs 2% - $ halts rally https://t.co/PLDUAWWmJO https://t.co/0f18qHfaOR
2016-11-11 12:43:44+00:00,Iron ore may be headed for a fall https://t.co/uvlQh8C8hO https://t.co/hIZe6uelF4
2016-11-11 05:46:19+00:00,Iron ore may be headed for a fall https://t.co/GjgkF0lXpU https://t.co/cHzrd6oJrQ
2016-11-03 06:49:50+00:00,There's an $8 billion iron ore quandary looming for the world's top miners https://t.co/6poLFUqJvW https://t.co/wyGs1pmn74
2016-11-03 03:21:49+00:00,There's an $8 billion iron ore quandary looming for the world's top miners https://t.co/DRwV7j2Sbx https://t.co/92Wr3TaQ2X
2016-11-02 06:23:25+00:00,Goldman says the weakening yuan is behind iron ore's rally https://t.co/sjv2uguGs8 https://t.co/UvRHjQ1dlh
2016-11-01 06:16:21+00:00,Iron ore stockpiles at China ports have expanded to the highest level in almost two years https://t.co/zzxfK6uSwO https://t.co/36SquyWBei
2016-11-01 03:54:08+00:00,Iron ore stockpiles at China ports have expanded to the highest level in almost two years https://t.co/DfTnBr4oSU https://t.co/FPOda6MS57
2016-10-26 15:12:02+00:00,Iron ore producers are targeting used gym equipment to eke out cost cuts at mines https://t.co/lVtT6QWMs9 https://t.co/qyoqxVGyTp
2016-10-26 04:02:43+00:00,Iron ore producers are targeting used gym equipment to eke out cost cuts at mines https://t.co/x3qyfw5RKb https://t.co/rwrdtj6GJB
2016-10-25 16:10:04+00:00,Iron ore is surging thanks to coal's record rally https://t.co/eCPZsxn6Is https://t.co/oxi9PCNTCf
2016-10-25 06:08:32+00:00,Iron ore is surging thanks to coal's record rally https://t.co/ao0hiBXnWO https://t.co/61fiSW3BJh
2016-10-21 04:51:43+00:00,Singapore has more pricing power than China in $7 billion-a-day iron ore futures market https://t.co/JmTvWJvPrN https://t.co/Yy6KB6KtDl
2016-10-19 04:18:19+00:00,World's biggest mining company BHP sees signs of recovery in commodity markets https://t.co/neNN5fDIUX https://t.co/6oVGYjoGN4
2016-10-13 22:26:02+00:00,After a wild ride, iron ore prices may be set to calm down https://t.co/qPRJkRdMmO https://t.co/uKP5nQ3IFY
2016-10-07 01:09:23+00:00,Lower Chinese demand will drag iron ore below $50, Australia says https://t.co/FLDbpvjqyC https://t.co/puQhqdKjN3
2016-10-04 03:54:37+00:00,Iron ore giants' shipment targets may be under threat, says Macquarie https://t.co/QcjTA4Y2wD https://t.co/umP7c5xQhu
2016-09-26 09:18:28+00:00,A surge in iron ore supply from Australia and Brazil is expected to boost the global glut https://t.co/3P34lR6vbM https://t.co/huB1LHJZbB
2016-09-26 03:25:23+00:00,A surge in iron ore supply from Australia and Brazil is expected to boost the global glut https://t.co/DBNK4MSDow https://t.co/0bj9OXbOtq
2016-09-22 06:56:44+00:00,The global iron ore market is awash with supply, but some interesting players are still betting on new Aussie mines... https://t.co/vxXRTBGMvt
"2016-09-21 03:45:18+00:00,An extra 50 million tons of iron ore ""is on the way before June"" https://t.co/4fGBXdXe7T https://t.co/ztonOC9qdN"
"2016-09-20 09:20:39+00:00,An extra 50 million tons of iron ore ""is on the way before June"" https://t.co/L7nJYdwVpq https://t.co/gKR6aZOvYc"
2016-09-14 04:02:37+00:00,World's biggest iron ore exporter Vale says joint venture talks with Fortescue have stalled https://t.co/CH6FKFWSa9 https://t.co/maIK7Gxm5r
2016-09-13 21:13:08+00:00,Iron ore bears will be wrong again, says largest U.S. producer https://t.co/ULV8B2vSai https://t.co/RQnlaA5cWM
2016-09-12 08:07:03+00:00,Commodities slump, with $45 oil, nickel down 3.5% and iron ore at lowest since June https://t.co/dtQSx3RM97 https://t.co/6qNiWJibT5
2016-09-05 20:14:24+00:00,World's largest mining company becomes latest to warn the iron ore rally won't last https://t.co/aeh37572nD https://t.co/mM7tF4fqcq
2016-09-05 14:13:16+00:00,World's largest mining company becomes latest to warn the iron ore rally won't last https://t.co/y5l86Gy4gp https://t.co/ba1QiFSkBx
2016-09-05 08:09:24+00:00,World's largest mining company becomes latest to warn the iron ore rally won't last https://t.co/pBc31XItMd https://t.co/Q4DM64xoD3
"2016-08-31 17:03:06+00:00,Iron ore is branded the ""least favorite commodity"" by firm that forecasts further slump https://t.co/KPNNKOAoI1 https://t.co/O9GygozUX2"
"2016-08-31 09:05:12+00:00,Iron ore is branded the ""least favorite commodity"" by firm that forecasts further slump https://t.co/5ktNWqzfOB https://t.co/GBq1x9av9F"
2016-08-25 06:24:56+00:00,- Asia markets flat dollar rally fades Yellen awaited - Oil below $47 - Iron ore falls 3% https://t.co/DYk2WFBmqj https://t.co/VJ19cGr94F
2016-08-22 23:17:26+00:00,The king of mining junk bonds, Australia's Fortescue, may be boosted to investment grade https://t.co/rhzlgUKAZk https://t.co/1rbZSZxUbR
2016-08-22 12:09:06+00:00,The king of mining junk bonds, Australia's Fortescue, may be boosted to investment grade https://t.co/wpzFneyGjw https://t.co/Bn4brShUEN
2016-08-22 00:19:12+00:00,Australian iron ore exporter Fortescue says full-year profits rose more than threefold https://t.co/XxMscvB0kt https://t.co/BsMs44SR0s
2016-08-18 02:29:26+00:00,Iron ore is in for a challenging 2017, according to this veteran of the commodity https://t.co/AKxydtWZJl https://t.co/uRo6SSbhc0
2016-08-16 10:11:53+00:00,Morgan Stanley says iron ore prices may tumble back to $40 https://t.co/c9G9zoKc8C https://t.co/P9meQbh6Qr
2016-08-16 03:48:14+00:00,Morgan Stanley says iron ore prices may tumble back to $40 https://t.co/i0MPeSBRzo https://t.co/w0NJazm4p3
2016-08-11 06:06:53+00:00,What's next for iron ore? Here's what's expected from the guy who predicted 2016's rally https://t.co/zVE3oOYSxZ https://t.co/n46CKB6vJQ
2016-08-03 06:39:15+00:00,Rio Tinto has worst profit since 2004 after iron ore, aluminium and copper prices fall https://t.co/hzLGXZt1mX https://t.co/5KiGjrxHiZ
2016-08-01 08:30:13+00:00,Iron ore is battling back, surging above the high price seen during April's boom https://t.co/WeHvNl9zHq https://t.co/FeGpPlYWZr
2016-07-28 23:10:36+00:00,Iron ore is making a comeback, with prices near the highs seen in April https://t.co/ttOiOLacck https://t.co/py1YjeODBy
2016-07-28 08:30:28+00:00,Iron ore is making a comeback, with prices near the highs seen in April https://t.co/2IOIOuWnbe https://t.co/cXMhA20pas
2016-07-27 12:26:12+00:00,Goldman predicts high levels of volatility will continue in steel markets https://t.co/9d2k07cIUQ https://t.co/da7Cgx7tD7
2016-07-27 10:24:54+00:00,Africa's top iron-ore miner thinks prices could be weak for 3 years https://t.co/FcKZYgdvgv https://t.co/2FGaYcy9Qv
2016-07-21 01:50:05+00:00,Australia's iron ore supply rush may be coming to an end https://t.co/fN0Z1BoMRN https://t.co/UxECHPGUWp
2016-07-11 06:00:12+00:00,Iron ore shipments from world's biggest bulk-export terminal in Australia jump to record https://t.co/7lWI7Zi8pn https://t.co/r2OWx23pId
2016-07-10 08:50:08+00:00,Iron ore prices will fall by a fifth next year, world's biggest shipper says https://t.co/LlqP5q5t4i https://t.co/XKPK3J5ROg
2016-07-08 16:20:17+00:00,Iron ore prices will fall by a fifth next year, world's biggest shipper says https://t.co/LlqP5q5t4i https://t.co/438EZrUSYJ
