Data_publicacao,tweet
2016-06-02 13:40:17+00:00,Iron ore's rally has reversed, and one analyst says prices could end the year lower https://t.co/a8Zo70H4OW https://t.co/HCbX0SKLTS
2016-05-31 23:45:18+00:00,From awesome in April to gutted in May, iron ore sinks back down https://t.co/ig1FeBZO8w https://t.co/4mHeadslkB
2016-05-31 13:15:23+00:00,From awesome in April to gutted in May, iron ore sinks back down https://t.co/ig1FeBZO8w https://t.co/C8sNzIKqP5
2016-05-27 22:45:16+00:00,Iron ore prices will probably fall another 20%, Goldman warns https://t.co/cA0pa6W24e https://t.co/GLoYA9jbuY
2016-05-27 08:03:05+00:00,Iron ore prices will probably fall another 20%, Goldman warns https://t.co/cA0pa6EqFE https://t.co/i542sGJJz9
2016-05-26 17:10:17+00:00,Both oil and iron ore cost around $50 - but one is on the rise while the other falls https://t.co/acngqcfdZP https://t.co/kmUguVOGiL
2016-05-23 06:33:46+00:00,- Asia stocks rise dollar retreats Fed rate talk Oil falls again Iron ore slumps https://t.co/lS1hfeDaEs https://t.co/98N4XqfTIA
2016-05-22 00:15:12+00:00,100 million tons of iron ore is sitting doing nothing https://t.co/MhxLraNrJd https://t.co/Sv7bTc5raq
2016-05-20 22:47:02+00:00,RT @BloombergTV: Ex-Australia P.M. Kevin Rudd tells @DavidGura trade agreements like TPP create jobs https://t.co/2SuokTIJH9 https://t.co/n...
2016-05-20 19:45:21+00:00,100 million tons of iron ore is sitting doing nothing https://t.co/MhxLraNrJd https://t.co/8uT7GS4Urz
2016-05-20 08:35:06+00:00,The iron ore mountain on China's doorstep tops 100 million tons https://t.co/MhxLravQkD https://t.co/kxeNc52mJ4
2016-05-20 03:00:36+00:00,Last month iron ore rallied - but now it seems likely to extend its drop https://t.co/PwyVRdOI42 https://t.co/kK2g7JLhnx
2016-05-19 16:30:34+00:00,Last month iron ore rallied - but now it seems likely to extend its drop https://t.co/PwyVRdOI42 https://t.co/DCGWygTk3m
2016-05-13 12:20:08+00:00,Iron ore has gone from boom to bust in the space of just 3 weeks https://t.co/V4tqqslTqG https://t.co/nGuCNsyVNd
2016-05-13 11:08:08+00:00,- Sense of gloom Data disappoints U.S. futures down Steel &amp  iron ore fall - Oil falls 1% https://t.co/pcoD7cgKrB https://t.co/wrhdvQiaGN
2016-05-13 06:18:17+00:00,Iron ore has gone from boom to bust in the space of just 3 weeks https://t.co/V4tqqslTqG
2016-05-09 13:12:07+00:00,Iron ore is in free fall right now https://t.co/67ryqaP0QZ https://t.co/oRURxUjnG6
2016-05-09 07:41:28+00:00,- Europe up China down 8-week low Japan rises - ¥ weaker - Iron ore falls 9% - $45 oil https://t.co/M3W0co785o https://t.co/4LbW1th6Nw
2016-05-09 06:39:27+00:00,Iron ore is in free fall right now https://t.co/67ryqaP0QZ https://t.co/devh95nT9b
2016-05-06 23:45:16+00:00,Iron ore has biggest weekly loss in 4 years as it continues to retreat from April's high https://t.co/2OucepZugl https://t.co/5La49RaN0R
2016-05-06 14:40:13+00:00,Profit slumps 33% at ArcelorMittal as the biggest steelmaker is hit by falling prices https://t.co/plG5w0aHwW https://t.co/nuD7DDioAO
2016-05-06 13:25:06+00:00,Iron ore has biggest weekly loss in 4 years as it continues to retreat from April's high https://t.co/2OucepZugl https://t.co/0BIBpteXJk
2016-05-06 06:49:59+00:00,Profit slumps 33% at ArcelorMittal as the biggest steelmaker is hit by falling prices https://t.co/plG5w0aHwW https://t.co/MjGMAAHJBL
2016-04-30 01:30:28+00:00,Why iron ore's unexpected rally may be a thing of the past in just 3 months https://t.co/1vH5Lqrm4E https://t.co/suC17nYMDI
2016-04-29 07:15:33+00:00,Why iron ore's unexpected rally may be a thing of the past in just 3 months https://t.co/1vH5LqIWWc https://t.co/jYoWFBAat3
2016-04-27 14:40:16+00:00,Iron ore forecasts are revised higher by the World Bank after a China-led rally https://t.co/J0v4fXPMze https://t.co/bzQXxcvupL
2016-04-27 08:45:09+00:00,Iron ore forecasts revised higher by World Bank after China-led rally https://t.co/J0v4fY7nqM https://t.co/GDirjbidxG
2016-04-27 00:01:01+00:00,This is what concerns Goldman most right now (hint: it involves China) https://t.co/KKMIlH8z0i https://t.co/GmO5NKbyHv
2016-04-26 13:50:13+00:00,Why speculative trading from China is concerning Goldman more than anything just now https://t.co/KKMIlH8z0i https://t.co/A4YvYIYIrg
2016-04-26 07:28:58+00:00,This is what concerns Goldman most right now (clue: it involves China) https://t.co/KKMIlH8z0i https://t.co/sHXW7VfrwP
2016-04-23 05:30:24+00:00,Price of iron ore will halve to $35 by end of year, Goldman says https://t.co/lEWcYSKKDu https://t.co/xmccP6Nuhq
2016-04-22 14:50:14+00:00,Price of iron ore will halve to $35 by end of year, Goldman says https://t.co/lEWcYSKKDu https://t.co/EIZ3iJJ9hr
2016-04-22 07:59:58+00:00,Iron ore will halve to $35 by end of year, Goldman says https://t.co/lEWcYSt9eU https://t.co/jZN5gkdSet
2016-04-19 11:35:35+00:00,Iron ore powers above $60, the highest price in 6 weeks https://t.co/o8desX9wSc https://t.co/B4rqQ96QIN
2016-04-19 04:00:35+00:00,Rally for iron ore will probably fade later this year, Citigroup says https://t.co/NiH2CmptvR https://t.co/87oQRdoV5R
2016-04-18 22:01:27+00:00,Iron ore faces increasingly severe oversupply that will mean rally fades, Citigroup says https://t.co/NiH2CmptvR https://t.co/jlRzkzLTfV
2016-04-18 14:40:17+00:00,Rally for iron ore will probably fade later this year, Citigroup says https://t.co/NiH2CmptvR https://t.co/zgNVjRTELO
2016-04-18 08:53:43+00:00,Iron ore faces increasingly severe oversupply that will mean rally fades, Citigroup says https://t.co/NiH2CmptvR https://t.co/zfSmErUdOT
2016-04-17 04:00:36+00:00,Iron ore's 55% rally is about to fizzle out, Rio Tinto CEO says https://t.co/Y6HELhH8WW https://t.co/3aJp7ovx2H
2016-04-16 00:30:33+00:00,Iron ore has rallied 55% from its record low - but Rio Tinto says that isn't sustainable https://t.co/Y6HELhH8WW https://t.co/ivw4BpIMWU
2016-04-15 08:33:18+00:00,Iron ore's 55% rally is about to fizzle out, Rio Tinto CEO says https://t.co/Y6HELhH8WW https://t.co/EbKhjpeV29
2016-04-14 15:53:30+00:00,Rio Tinto CEO says iron ore 55% rally is about to fizzle out https://t.co/Y6HELhH8WW
2016-04-13 11:03:53+00:00,- Stocks advance - 2016 declines wiped out Copper &amp  iron ore rise - Oil falls 1% China Data https://t.co/08CwPomlhv https://t.co/LcFCoiK7dj
2016-04-08 22:01:01+00:00,The world's top iron ore shipper is bullish about prices for next 5 years https://t.co/mhkVT6tZhc https://t.co/EyjwCDSmUA
2016-04-08 07:41:52+00:00,World's top iron ore shipper is bullish about prices for next 5 years https://t.co/mhkVT6tZhc https://t.co/RzK9RJF6sR
2016-04-06 01:20:16+00:00,Exports from Australia's top terminal for iron ore have hit a record high https://t.co/ZpO8esn4SB https://t.co/1bCY5zR2Xi
2016-03-24 12:55:06+00:00,Iron ore sinks toward $50 a metric ton to post its first weekly loss in a month https://t.co/FPsS8mcGHM https://t.co/nypfQbW8c3
2016-03-24 11:38:13+00:00,- Stocks fall globally - Day 5 of $ gains Oil declines - Iron ore falls 5% Fed rate rise? https://t.co/DrwWcsPRoZ https://t.co/4BYHpp22wk
2016-03-24 07:10:49+00:00,- Asia stocks fall 1-week low - $ gains - Oil below $40 - Iron ore falls 6% Fed rate rise? https://t.co/DrwWcsPRoZ https://t.co/sXB5dPTfGK
"2016-03-24 02:00:53+00:00,Iron ore billionaire ""incredibly interested"" in renewables as China investment boom fades https://t.co/0TYrqValN5 https://t.co/jOXovjotON"
"2016-03-23 08:33:58+00:00,Iron ore billionaire ""incredibly interested"" in renewables as China investment boom fades https://t.co/0TYrqValN5 https://t.co/Abm9HyUDGz"
2016-03-23 01:30:37+00:00,With Vale deal, Fortescue's iron ore billionaire shows he's looking beyond China https://t.co/HYn395hPAr https://t.co/8K8Z5gdQjq
2016-03-21 08:10:16+00:00,Iron ore surges, boosted by signs of a property revival in China https://t.co/E5papKEdfR https://t.co/EH1kApW7ai
2016-03-11 14:20:17+00:00,Iron ore sinks, adding to signs that Monday's record leap wasn't justified https://t.co/DaOHmiX0uS https://t.co/Krdc8Cumxl
"2016-03-11 08:58:11+00:00,Iron ore sinks falls back around $50 after Monday's ""insane"" advance https://t.co/DaOHmjeBTs https://t.co/QZjAPWW7PO"
2016-03-09 13:50:09+00:00,Iron ore falls nearly 9% to wipe out record surge https://t.co/W2BCf0k1NB https://t.co/SXiiJdLYfc
2016-03-09 06:01:01+00:00,Vale, Fortescue deal promises to intensify competition among iron ore's top 4 players https://t.co/NSsmlH1KHa https://t.co/1AletDVvSK
2016-03-08 22:30:52+00:00,Did flower power help fuel the massive rally in iron ore? https://t.co/GO7PIlCZxl https://t.co/Qo9NvU7lPa
2016-03-08 15:20:17+00:00,Vale, Fortescue deal promises to intensify competition among iron ore's top 4 players https://t.co/NSsmlH1KHa https://t.co/ouGvASzk4v
2016-03-08 14:40:14+00:00,Did flower power help fuel the massive rally in iron ore? https://t.co/GO7PIlCZxl https://t.co/4SkiTrG1It
2016-03-08 14:15:18+00:00,The rally in commodities from iron ore to gold will falter, Goldman predicts https://t.co/Gm1DGET2Ka https://t.co/0MwJ4CK3Mr
2016-03-08 13:40:11+00:00,Global stocks dropped as a slump in Chinese exports dragged commodities prices lower https://t.co/uQ3CBWHUOj https://t.co/60hVa03SLU
2016-03-08 07:15:17+00:00,Everything you need to know about iron ore https://t.co/0Bmxe9wuNH https://t.co/hVRX1oAPr2
2016-03-07 23:40:17+00:00,Everything you need to know about iron ore https://t.co/0Bmxe9wuNH https://t.co/CzsquuMnuV
2016-03-07 16:01:47+00:00,Iron ore sees an unprecedented price surge as China buoys the market https://t.co/vpFhoR7Mtl https://t.co/7hWbcQsGyi
"2016-03-07 12:07:24+00:00,Iron ore just jumped 19% – the most on record – as the market went ""berserk"" on China news https://t.co/8ZdwWwMqZK https://t.co/fzAWisDa6C"
2016-03-03 21:45:37+00:00,Iron ore has bucked forecasts to surge by 18% https://t.co/9GAqQzXTdA https://t.co/fm7RsDGMZt
2016-03-03 15:40:18+00:00,Iron ore has bucked forecasts to surge by 18% https://t.co/9GAqQzXTdA https://t.co/4itnuUChM3
2016-02-22 12:13:39+00:00,- Pound slides  global rally Dubai bull market HSBC loss - $50 iron ore Oil rebounds https://t.co/A9zfdC1A0Y https://t.co/yTDpOQGP6W
2016-02-22 11:36:37+00:00,Iron ore is back above $50 but this chart shows it's still way off its peak https://t.co/c8YnnjgzSB https://t.co/8Hdafal2tm
2016-02-22 11:09:05+00:00,LATEST: Iron ore trades above $50 a ton for first time since October https://t.co/iTCrUNY4M1 https://t.co/IkyrCwEpHA
2016-02-17 20:01:34+00:00,The giants of the iron-ore industry claim their biggest victim yet https://t.co/OGiJVSajGf https://t.co/RNHAiEEcBn
2016-02-17 11:44:15+00:00,Anglo American, which has been cut to junk by Moody's and Fitch, is pulling out of iron ore https://t.co/OGiJVSajGf https://t.co/XdLEjkoNeP
2016-02-16 12:29:20+00:00,Anglo American speeds up plans to pull out of coal and iron ore after $5.6 billion loss https://t.co/aQJdoAR5T7 https://t.co/UNhN8M0n8I
2016-02-09 00:30:50+00:00,Western Australia, the country's iron ore capital, has credit rating cut https://t.co/bwVvArgaTs https://t.co/7dSpRJSL3P
2016-01-17 03:30:34+00:00,Now iron ore risks falling below $30, Citigroup says https://t.co/MxjY5X2uvi https://t.co/h941oTuP46
2016-01-15 02:01:06+00:00,Now iron ore risks falling below $30, Citigroup says https://t.co/MxjY5X2uvi https://t.co/K6ItOK6PtP
2016-01-14 10:40:07+00:00,Now iron ore risks falling below $30, Citigroup says https://t.co/MxjY5X2uvi https://t.co/NVej9lG38P
2016-01-12 01:55:06+00:00,Iron ore slump threatens to claim another casualty in $2 billion Australia mine https://t.co/mrDXT28UsL https://t.co/GVccIksrtX
2015-12-31 22:20:17+00:00,Iron ore price may fall below $30, says company that forecast this year's slump https://t.co/pSniOgZ84n https://t.co/wdiUTrtzwU
2015-12-31 10:25:07+00:00,Iron ore price may fall below $30, says company that forecast this year's slump https://t.co/pSniOgZ84n https://t.co/n124WeILlR
"2015-12-26 05:30:38+00:00,Average price of iron ore in 2016 ""will be 19% lower than thought"" https://t.co/kdYfKxqXUd https://t.co/BVlPg2pc0g"
2015-12-23 04:30:38+00:00,World's biggest iron ore exporter cuts 2016 forecast by 19% as glut grows https://t.co/kdYfKxqXUd https://t.co/rVEmU2sc5J
"2015-12-22 15:20:23+00:00,Average price of iron ore in 2016 ""will be 19% lower than thought"" https://t.co/kdYfKxqXUd https://t.co/z3DsdaUju7"
2015-12-22 09:32:06+00:00,World's biggest iron ore exporter cuts 2016 forecast by 19% as glut grows https://t.co/kdYfKxqXUd https://t.co/BIZXnuDyZG
2015-12-15 15:15:29+00:00,Iron ore collapse has pushed producers to brink of survival, Rio Tinto CEO says https://t.co/B492ugnFxg https://t.co/eNq7MTUJgX
2015-12-15 07:17:13+00:00,Iron ore collapse has pushed producers to brink of survival, Rio Tinto CEO says https://t.co/B492ugnFxg https://t.co/Ij75TCqF0r
2015-12-15 02:25:38+00:00,LATEST: Australia sees deteriorating budget as growth slows and iron ore slumps https://t.co/Bf9079o0tn https://t.co/zbzlNtURqt
2015-12-15 00:01:44+00:00,Australia's exports of iron ore are surging, worsening the global glut https://t.co/4w36vA9zgK https://t.co/uofwgZ8CTO
2015-12-14 09:33:55+00:00,Australia's exports of iron ore are surging, worsening the global glut https://t.co/4w36vA9zgK https://t.co/vTLhznibnj
2015-12-08 14:40:58+00:00,Mining companies led a drop in stocks as oil tips lower, weak Chinese trade data hurt yuan https://t.co/k5lWlUtrb6 https://t.co/P1NcG6kZZG
2015-12-08 13:15:09+00:00,Iron ore's tumble into the $30s threatens the world's biggest miners https://t.co/VtlAPI4o00 https://t.co/pZL07P9iJ9
2015-12-07 14:49:57+00:00,RT @BloombergTV: .@TomKeene says this is the ugliest technical chart known to mankind. Here's why https://t.co/KiZ12F0qtr https://t.co/KsE1...
2015-12-07 13:50:16+00:00,Low-cost supply and weakening demand send iron ore below $40 a ton for first time since 2009 https://t.co/5PAkvNoiGj https://t.co/ktg2HzI1SO
2015-12-07 12:21:16+00:00,5 things everyone will be talking about today https://t.co/rsZVdotJOv They include the price of oil and iron ore... https://t.co/9VEah4CLnb
2015-12-07 11:14:08+00:00,BREAKING: Iron ore drops below $40 per ton for first time since at least 2009 https://t.co/lIuolAbUpW https://t.co/CwX8JwoavI
2015-11-30 12:46:38+00:00,Concerns that China will cut demand send iron ore below $40 for first time in Singapore https://t.co/2F9zMMoIaZ https://t.co/1tV5kma51Z
2015-11-30 07:01:52+00:00,Iron ore falls below $40 a metric ton for the first time https://t.co/2F9zMMoIaZ https://t.co/FbkZv0MrJP
2015-11-24 14:45:17+00:00,Iron ore drops to new low on speculation that Chinese mills are cutting back steel output https://t.co/LszrAGnkRY
2015-11-19 13:55:06+00:00,Baltic dry shipping index drops to an all-time low https://t.co/vrx557BRI4 https://t.co/CyyFX3QY4n
2015-11-19 07:55:51+00:00,Iron ore prices in Asia hit new low because of concerns about Chinese steel https://t.co/r9BL0WAHLU https://t.co/2LeNn2XGxJ
2015-10-30 14:10:22+00:00,Iron ore set for third weekly loss after dropping below $50 a metric ton https://t.co/b69foj8T1e https://t.co/sHIwVsPsmW
2015-10-29 04:45:20+00:00,Iron ore to extend slump in 2016 because of excess supplies, Moody's forecasts https://t.co/x3ZMCUFsMB https://t.co/OQ0jHEFEVK
2015-10-28 12:55:12+00:00,Iron ore to extend slump in 2016 because of excess supplies, Moody's forecasts https://t.co/x3ZMCUFsMB https://t.co/Xx5ULEQHZ2
2015-10-22 08:54:47+00:00,Earnings drop 15% at Vale, the world's biggest iron ore and nickle producer https://t.co/94Jh4mKNSl https://t.co/fyd7Hl7fst
2015-08-25 07:08:59+00:00,Mining giant BHP Billiton sees full-year profit fall by 52% amid commodity price slump http://t.co/3VzgIKu78O
2015-08-08 01:02:00+00:00,Rio Tinto Group's iron-ore earnings are being hammered by collapse in prices it helped create http://t.co/EvTRRcXUtj
2015-08-07 17:21:01+00:00,Rio Tinto Group's iron-ore earnings are being hammered by collapse in prices it helped create http://t.co/EvTRRcXUtj http://t.co/H6DlRk3hVU
2015-07-14 21:31:36+00:00,To cut or not to cut? Vale makes the first move in iron ore debate http://t.co/9bpQTMhHJx http://t.co/xWzqoJIDMF
